Location,Vehicle_Count,NO2_Emissions,Traffic_Flow_Speed,Rush_Hour_Indicator,Suggested_Route_Adjustment,Hour,Day_of_Week,Weather_Conditions_Cloudy,Weather_Conditions_Hazy,Weather_Conditions_Rainy,High_Congestion
Kohinoor City,276,40.64,24.0,0,Divert via Satyana Road,2,1,False,True,False,1
Ghulam Muhammad Abad,91,13.93,54.833333333333336,0,No change needed,4,3,False,False,False,0
Clock Tower,68,40.44,58.666666666666664,0,No change needed,16,5,False,True,False,0
Kohinoor City,320,73.62,16.666666666666664,0,Divert via Satyana Road,23,4,True,False,False,1
D Ground,216,14.41,34.0,0,No change needed,13,0,True,False,False,1
Susan Road,74,20.3,57.666666666666664,0,No change needed,20,5,False,True,False,0
D Ground,365,16.98,9.166666666666664,0,Take small connecting roads,23,2,True,False,False,1
Madina Town,51,63.54,61.5,0,No change needed,12,3,False,False,False,0
D Ground,223,65.88,32.833333333333336,0,No change needed,22,3,False,True,False,1
Canal Road,314,59.59,17.666666666666664,0,Use Expressway,22,5,False,False,False,1
Canal Road,336,33.16,14.0,0,Use Expressway,0,5,False,False,False,1
Madina Town,214,42.6,34.333333333333336,0,No change needed,4,4,False,False,True,1
Susan Road,112,79.66,51.33333333333333,0,No change needed,0,6,False,False,True,0
Susan Road,174,12.33,41.0,0,No change needed,12,4,False,False,False,0
People's Colony,288,23.1,22.0,0,"Avoid peak hours, use Jaranwala Road",13,2,False,True,False,1
D Ground,324,71.31,16.0,0,Take small connecting roads,4,4,False,False,True,1
D Ground,189,12.27,38.5,1,No change needed,19,3,False,True,False,0
Clock Tower,165,72.34,42.5,0,No change needed,22,5,False,True,False,0
D Ground,185,54.43,39.16666666666667,0,No change needed,0,2,True,False,False,0
Clock Tower,229,47.33,31.833333333333336,0,No change needed,2,0,True,False,False,1
Madina Town,70,51.86,58.333333333333336,0,No change needed,14,5,False,True,False,0
Kohinoor City,58,57.48,60.333333333333336,0,No change needed,15,5,False,True,False,0
Susan Road,182,11.97,39.66666666666667,0,No change needed,15,4,False,False,False,0
Madina Town,131,25.31,48.16666666666667,0,No change needed,12,6,False,True,False,0
Madina Town,148,38.54,45.33333333333333,0,No change needed,20,2,False,False,False,0
Ghulam Muhammad Abad,373,67.46,7.833333333333336,0,Take side streets via Millat Road,2,4,False,False,False,1
Ghulam Muhammad Abad,238,40.51,30.333333333333336,0,No change needed,1,0,False,False,True,1
Kohinoor City,53,31.91,61.166666666666664,0,No change needed,0,2,False,False,True,0
Ghulam Muhammad Abad,217,29.81,33.833333333333336,0,No change needed,0,1,True,False,False,1
Ghulam Muhammad Abad,386,39.43,5.666666666666671,0,Take side streets via Millat Road,4,2,False,True,False,1
Kohinoor City,114,68.04,51.0,0,No change needed,3,6,False,True,False,0
D Ground,185,28.67,39.16666666666667,0,No change needed,23,0,False,False,True,0
Ghulam Muhammad Abad,204,74.82,36.0,0,No change needed,13,6,True,False,False,0
Ghulam Muhammad Abad,359,20.87,10.166666666666664,0,Take side streets via Millat Road,3,3,True,False,False,1
D Ground,182,73.43,39.66666666666667,0,No change needed,20,4,False,True,False,0
Madina Town,143,51.47,46.16666666666667,0,No change needed,14,3,True,False,False,0
Kohinoor City,59,45.0,60.166666666666664,0,No change needed,22,5,False,False,True,0
People's Colony,33,19.74,64.5,1,No change needed,17,5,True,False,False,0
Kohinoor City,315,79.73,17.5,1,Divert via Satyana Road,18,6,True,False,False,1
D Ground,249,42.67,28.5,0,No change needed,21,3,True,False,False,1
D Ground,120,49.0,50.0,0,No change needed,22,4,False,False,False,0
Canal Road,34,10.09,64.33333333333333,0,No change needed,15,3,False,False,False,0
Clock Tower,74,62.49,57.666666666666664,0,No change needed,1,0,True,False,False,0
Susan Road,373,44.56,7.833333333333336,0,Use Madina Town Bypass,2,0,False,False,True,1
Kohinoor City,212,20.79,34.666666666666664,0,No change needed,13,0,False,False,False,0
Kohinoor City,146,34.27,45.66666666666667,0,No change needed,2,1,False,False,True,0
Clock Tower,227,32.14,32.166666666666664,0,No change needed,20,3,True,False,False,1
Kohinoor City,72,70.08,58.0,0,No change needed,13,2,True,False,False,0
D Ground,95,12.63,54.166666666666664,1,No change needed,18,0,True,False,False,0
Madina Town,72,26.95,58.0,0,No change needed,16,6,False,True,False,0
Susan Road,335,39.64,14.166666666666664,0,Use Madina Town Bypass,1,6,True,False,False,1
Susan Road,204,14.13,36.0,0,No change needed,22,5,False,False,False,0
Kohinoor City,277,31.29,23.833333333333336,0,Divert via Satyana Road,23,4,True,False,False,1
Susan Road,151,56.23,44.83333333333333,0,No change needed,3,1,False,True,False,0
Susan Road,358,35.39,10.333333333333336,0,Use Madina Town Bypass,14,0,False,True,False,1
Clock Tower,108,45.4,52.0,0,No change needed,20,6,False,False,False,0
Ghulam Muhammad Abad,209,13.08,35.166666666666664,0,No change needed,4,3,False,True,False,0
Kohinoor City,154,37.96,44.33333333333333,0,No change needed,12,1,True,False,False,0
D Ground,130,48.38,48.33333333333333,0,No change needed,23,4,False,False,False,0
Kohinoor City,297,61.57,20.5,0,Divert via Satyana Road,21,3,False,False,True,1
Ghulam Muhammad Abad,141,51.79,46.5,1,No change needed,19,6,False,True,False,0
Madina Town,259,34.46,26.833333333333336,0,Use Jaranwala Bypass,22,4,False,False,False,1
People's Colony,138,74.34,47.0,0,No change needed,0,0,False,False,True,0
People's Colony,273,62.49,24.5,1,"Avoid peak hours, use Jaranwala Road",18,1,False,True,False,1
Madina Town,378,10.75,7.0,1,Use Jaranwala Bypass,19,6,False,False,True,1
Madina Town,400,44.78,5.0,0,Use Jaranwala Bypass,23,3,False,False,False,1
Madina Town,324,67.96,16.0,1,Use Jaranwala Bypass,19,4,False,False,True,1
Canal Road,31,72.94,64.83333333333333,0,No change needed,20,5,False,True,False,0
Clock Tower,67,32.67,58.833333333333336,1,No change needed,18,0,True,False,False,0
Clock Tower,164,46.95,42.66666666666667,0,No change needed,23,1,False,False,False,0
Canal Road,308,60.85,18.666666666666664,0,Use Expressway,2,4,False,False,True,1
Ghulam Muhammad Abad,376,69.97,7.333333333333336,0,Take side streets via Millat Road,21,1,False,False,False,1
People's Colony,239,77.68,30.166666666666664,0,No change needed,21,6,True,False,False,1
Susan Road,280,48.05,23.333333333333336,0,Use Madina Town Bypass,2,1,True,False,False,1
People's Colony,187,71.11,38.83333333333333,0,No change needed,3,4,False,True,False,0
Kohinoor City,264,62.21,26.0,0,Divert via Satyana Road,20,6,False,False,True,1
Madina Town,163,16.65,42.83333333333333,0,No change needed,14,0,False,False,True,0
Clock Tower,348,45.63,12.0,0,Use Circular Road alternative,2,2,False,False,True,1
Clock Tower,265,16.55,25.833333333333336,1,Use Circular Road alternative,18,1,True,False,False,1
Clock Tower,222,34.5,33.0,1,No change needed,18,5,False,False,True,1
Ghulam Muhammad Abad,378,43.38,7.0,0,Take side streets via Millat Road,3,1,True,False,False,1
D Ground,245,48.42,29.166666666666664,1,No change needed,18,0,False,True,False,1
D Ground,395,16.78,5.0,0,Take small connecting roads,13,0,False,False,True,1
People's Colony,306,30.04,19.0,0,"Avoid peak hours, use Jaranwala Road",20,6,False,False,False,1
Clock Tower,388,11.12,5.333333333333329,0,Use Circular Road alternative,21,4,True,False,False,1
Canal Road,320,72.82,16.666666666666664,0,Use Expressway,20,0,False,True,False,1
D Ground,312,36.09,18.0,0,Take small connecting roads,15,2,False,False,False,1
Clock Tower,59,36.33,60.166666666666664,0,No change needed,14,0,False,True,False,0
People's Colony,352,37.98,11.333333333333336,0,"Avoid peak hours, use Jaranwala Road",22,4,True,False,False,1
People's Colony,256,57.81,27.333333333333336,0,"Avoid peak hours, use Jaranwala Road",21,6,False,True,False,1
Kohinoor City,380,48.11,6.666666666666664,0,Divert via Satyana Road,1,3,True,False,False,1
D Ground,272,77.71,24.666666666666664,0,Take small connecting roads,2,4,False,True,False,1
Ghulam Muhammad Abad,238,14.68,30.333333333333336,0,No change needed,13,5,False,False,False,1
People's Colony,103,44.36,52.83333333333333,1,No change needed,17,3,False,True,False,0
Clock Tower,376,67.77,7.333333333333336,0,Use Circular Road alternative,2,1,False,False,False,1
Susan Road,135,55.7,47.5,0,No change needed,4,5,False,False,True,0
Clock Tower,131,45.7,48.16666666666667,0,No change needed,14,2,False,True,False,0
People's Colony,218,52.98,33.666666666666664,0,No change needed,2,1,False,False,False,1
Ghulam Muhammad Abad,196,42.46,37.333333333333336,0,No change needed,1,3,False,False,False,0
Canal Road,207,56.39,35.5,0,No change needed,15,4,False,False,True,0
Canal Road,314,45.81,17.666666666666664,0,Use Expressway,13,1,False,False,False,1
Susan Road,83,68.0,56.166666666666664,0,No change needed,22,5,True,False,False,0
Susan Road,135,77.68,47.5,0,No change needed,2,4,False,False,False,0
Susan Road,261,47.13,26.5,0,Use Madina Town Bypass,3,0,True,False,False,1
Canal Road,289,65.17,21.833333333333336,0,Use Expressway,20,5,False,False,False,1
Kohinoor City,229,69.58,31.833333333333336,0,No change needed,16,5,False,True,False,1
Clock Tower,218,39.14,33.666666666666664,0,No change needed,13,4,False,False,True,1
People's Colony,224,41.02,32.666666666666664,0,No change needed,0,1,False,False,False,1
Kohinoor City,60,22.26,60.0,0,No change needed,2,2,False,True,False,0
Madina Town,231,43.67,31.5,1,No change needed,18,6,False,False,False,1
Susan Road,221,47.81,33.166666666666664,1,No change needed,17,4,False,False,True,1
Madina Town,54,46.01,61.0,0,No change needed,21,1,False,False,True,0
Clock Tower,332,51.05,14.666666666666664,0,Use Circular Road alternative,0,0,False,False,True,1
Susan Road,327,28.57,15.5,0,Use Madina Town Bypass,13,1,True,False,False,1
D Ground,341,74.74,13.166666666666664,0,Take small connecting roads,21,4,False,False,True,1
People's Colony,227,36.96,32.166666666666664,0,No change needed,21,0,False,True,False,1
Madina Town,375,57.45,7.5,0,Use Jaranwala Bypass,4,5,False,False,True,1
Madina Town,354,58.11,11.0,0,Use Jaranwala Bypass,13,5,False,True,False,1
Clock Tower,393,10.24,5.0,0,Use Circular Road alternative,0,6,False,False,False,1
People's Colony,157,68.73,43.83333333333333,0,No change needed,14,6,False,False,False,0
D Ground,64,42.65,59.333333333333336,0,No change needed,23,0,False,False,False,0
D Ground,50,70.64,61.666666666666664,0,No change needed,1,0,False,True,False,0
Madina Town,50,27.66,61.666666666666664,0,No change needed,20,1,False,False,False,0
People's Colony,50,40.11,61.666666666666664,0,No change needed,20,4,True,False,False,0
Susan Road,110,21.56,51.66666666666667,0,No change needed,2,5,False,True,False,0
Ghulam Muhammad Abad,344,65.85,12.666666666666664,0,Take side streets via Millat Road,4,6,False,False,True,1
Ghulam Muhammad Abad,379,55.69,6.833333333333336,0,Take side streets via Millat Road,0,3,False,True,False,1
D Ground,71,35.51,58.166666666666664,0,No change needed,0,0,False,False,True,0
Susan Road,176,56.38,40.66666666666667,0,No change needed,20,6,False,True,False,0
D Ground,273,72.09,24.5,0,Take small connecting roads,20,1,False,True,False,1
Canal Road,199,11.51,36.833333333333336,0,No change needed,20,2,False,True,False,0
Clock Tower,160,35.27,43.33333333333333,0,No change needed,12,6,False,False,False,0
People's Colony,57,13.56,60.5,0,No change needed,4,0,False,False,False,0
People's Colony,96,36.07,54.0,1,No change needed,18,4,False,False,True,0
D Ground,296,52.25,20.666666666666664,0,Take small connecting roads,23,0,False,False,False,1
Kohinoor City,282,34.15,23.0,0,Divert via Satyana Road,3,5,False,False,False,1
Canal Road,252,23.55,28.0,1,Use Expressway,18,4,False,False,True,1
D Ground,375,24.7,7.5,0,Take small connecting roads,22,0,False,True,False,1
Clock Tower,77,24.36,57.166666666666664,0,No change needed,12,0,False,False,True,0
Susan Road,262,44.07,26.333333333333336,0,Use Madina Town Bypass,3,6,True,False,False,1
Susan Road,64,73.37,59.333333333333336,0,No change needed,4,1,False,True,False,0
Clock Tower,58,54.58,60.333333333333336,0,No change needed,12,3,False,False,True,0
Kohinoor City,217,33.63,33.833333333333336,0,No change needed,4,4,False,True,False,1
Clock Tower,245,47.29,29.166666666666664,1,No change needed,17,3,True,False,False,1
Clock Tower,396,54.79,5.0,0,Use Circular Road alternative,12,1,False,True,False,1
Madina Town,245,14.48,29.166666666666664,0,No change needed,23,5,True,False,False,1
Clock Tower,25,34.46,65.83333333333333,0,No change needed,2,3,False,False,True,0
Madina Town,362,77.01,9.666666666666664,0,Use Jaranwala Bypass,22,4,False,False,False,1
Kohinoor City,227,62.28,32.166666666666664,0,No change needed,13,2,True,False,False,1
Ghulam Muhammad Abad,42,59.21,63.0,0,No change needed,16,2,False,False,True,0
Canal Road,71,15.92,58.166666666666664,1,No change needed,17,0,False,False,False,0
Canal Road,53,46.05,61.166666666666664,0,No change needed,21,2,False,False,True,0
Ghulam Muhammad Abad,319,47.11,16.833333333333336,0,Take side streets via Millat Road,1,3,False,False,False,1
People's Colony,281,64.99,23.166666666666664,0,"Avoid peak hours, use Jaranwala Road",2,0,False,False,False,1
Ghulam Muhammad Abad,257,18.79,27.166666666666664,0,Take side streets via Millat Road,12,2,False,False,True,1
D Ground,198,69.26,37.0,0,No change needed,15,1,False,False,True,0
Ghulam Muhammad Abad,280,77.07,23.333333333333336,0,Take side streets via Millat Road,16,5,False,False,True,1
People's Colony,323,26.3,16.166666666666664,0,"Avoid peak hours, use Jaranwala Road",13,6,False,False,True,1
Susan Road,330,61.9,15.0,1,Use Madina Town Bypass,18,0,False,False,True,1
Canal Road,369,43.01,8.5,0,Use Expressway,23,4,True,False,False,1
Susan Road,84,71.63,56.0,0,No change needed,3,5,False,True,False,0
Canal Road,287,50.84,22.166666666666664,1,Use Expressway,18,2,True,False,False,1
Susan Road,284,79.52,22.666666666666664,0,Use Madina Town Bypass,15,5,False,True,False,1
Ghulam Muhammad Abad,248,65.91,28.666666666666664,0,No change needed,20,4,False,False,False,1
Ghulam Muhammad Abad,139,25.13,46.83333333333333,0,No change needed,13,4,True,False,False,0
Susan Road,151,25.48,44.83333333333333,1,No change needed,17,3,False,False,False,0
D Ground,324,79.24,16.0,1,Take small connecting roads,17,1,True,False,False,1
Kohinoor City,152,31.01,44.66666666666667,0,No change needed,14,2,True,False,False,0
Clock Tower,164,42.02,42.66666666666667,0,No change needed,21,0,True,False,False,0
Canal Road,152,31.36,44.66666666666667,0,No change needed,23,6,True,False,False,0
Canal Road,41,45.17,63.166666666666664,1,No change needed,17,6,True,False,False,0
Clock Tower,151,23.07,44.83333333333333,0,No change needed,12,6,True,False,False,0
Susan Road,250,50.9,28.333333333333336,0,No change needed,20,3,False,False,True,1
People's Colony,357,28.65,10.5,0,"Avoid peak hours, use Jaranwala Road",2,1,False,False,True,1
Kohinoor City,323,26.9,16.166666666666664,0,Divert via Satyana Road,13,3,False,False,False,1
Clock Tower,192,70.41,38.0,0,No change needed,16,5,False,True,False,0
Kohinoor City,164,18.77,42.66666666666667,0,No change needed,23,0,True,False,False,0
Madina Town,21,11.34,66.5,0,No change needed,15,5,False,True,False,0
Madina Town,114,23.33,51.0,0,No change needed,15,1,True,False,False,0
Madina Town,354,72.5,11.0,0,Use Jaranwala Bypass,23,6,False,True,False,1
Susan Road,101,45.75,53.16666666666667,0,No change needed,23,5,False,False,True,0
People's Colony,209,38.67,35.166666666666664,1,No change needed,19,1,True,False,False,0
Canal Road,71,59.19,58.166666666666664,1,No change needed,18,4,True,False,False,0
Ghulam Muhammad Abad,248,63.41,28.666666666666664,0,No change needed,22,3,True,False,False,1
Ghulam Muhammad Abad,136,34.2,47.33333333333333,0,No change needed,0,1,False,False,True,0
Kohinoor City,246,44.14,29.0,0,No change needed,3,2,False,False,True,1
Clock Tower,142,37.46,46.33333333333333,0,No change needed,3,2,False,True,False,0
Kohinoor City,184,17.71,39.33333333333333,0,No change needed,20,1,False,False,False,0
D Ground,241,30.32,29.833333333333336,0,No change needed,1,5,False,False,False,1
People's Colony,24,40.07,66.0,0,No change needed,3,0,False,False,False,0
People's Colony,213,78.26,34.5,0,No change needed,21,6,False,False,True,1
D Ground,160,58.3,43.33333333333333,0,No change needed,16,4,False,True,False,0
Kohinoor City,321,47.38,16.5,0,Divert via Satyana Road,13,5,True,False,False,1
D Ground,351,19.74,11.5,1,Take small connecting roads,17,0,False,False,True,1
Ghulam Muhammad Abad,104,55.0,52.66666666666667,0,No change needed,12,4,True,False,False,0
Susan Road,388,22.29,5.333333333333329,0,Use Madina Town Bypass,0,0,False,True,False,1
Clock Tower,263,31.76,26.166666666666664,0,Use Circular Road alternative,2,4,False,True,False,1
Canal Road,126,70.23,49.0,0,No change needed,22,6,False,False,False,0
Susan Road,354,31.41,11.0,0,Use Madina Town Bypass,15,5,True,False,False,1
Ghulam Muhammad Abad,136,51.31,47.33333333333333,0,No change needed,20,3,True,False,False,0
Canal Road,61,49.2,59.833333333333336,0,No change needed,2,6,False,True,False,0
Madina Town,393,75.51,5.0,0,Use Jaranwala Bypass,1,6,False,False,False,1
Kohinoor City,269,79.54,25.166666666666664,0,Divert via Satyana Road,13,4,False,False,False,1
Kohinoor City,117,59.51,50.5,0,No change needed,14,4,False,False,False,0
D Ground,124,15.37,49.33333333333333,0,No change needed,14,5,True,False,False,0
Kohinoor City,253,31.1,27.833333333333336,0,Divert via Satyana Road,14,0,False,False,True,1
Ghulam Muhammad Abad,284,10.03,22.666666666666664,0,Take side streets via Millat Road,1,2,True,False,False,1
